Symbol,Price,Data_Source,History_Bars_1Y,Last_Price_Date,Price_Age_Days,Avg_Volume_10D,Sector,Industry,Market_Cap_Cr,200_DMA,50_DMA,RSI,Sales_Growth_TTM%,Sales_Growth_5Y%,ROE%,Avg_ROE_5Y%,Profit_Margin%,Debt_Equity,PEG_Ratio,PE_Ratio,Down_From_52W_High%,Smart_Money%,Free_Cashflow,CFO_PAT_Ratio,EPS_Growth%,F_Score,F_Score_Method,RS_Rating,Earnings_Accel,Earnings_Inflection_Score,Graham_Number,Value_Gap%,Technical_Signal,MACD_Bullish,Analyst_Rating,Target_Mean_Price,Analyst_Upside%,Analyst_Count,Promoter_Holding%,Inst_Holding%,ATR,Stop_Loss_ATR,Max_Qty_1L,Estimate_Score_Adj,Momentum_Signal,High_52W,Low_52W,ROCE%,Median_PAT_Growth_5Y%,Pledge_Pct,Ret_1M,Ret_3M,Ret_6M,Vol_Breakout,Dist_From_52W_High,Fetch_Core_Present,Fetch_Core_Required,Fetch_History_Required,Fetch_Valid,_dq_blocked,Data_Quality,Fetch_Soft_Flags,Short_History_Exempt,DQ_Adjustment,score,sales_cagr_5y,avg_roe_5y,pe_ratio,debt_equity,cfo_pat_ratio,market_cap_cr,ml_rank_score,Backtest_CAGR,Backtest_Win_Rate,Backtest_Max_DD,Backtest_Sharpe,Sector_Leader,Score,factor_penalties,Data_Confidence,Conviction_Score,Conviction_Boost,Institutional_Interest,Super_Investors,Rating,ML_Predicted_Return,SHAP_Breakdown,Buy_Below,Stop_Loss,Target_1
GILLETTE.NS,7773.0,yfinance,248,,,21916,Consumer Defensive,Household & Personal Products,25346.41,9088.577277832032,8203.100390625,33.94,15.2,9.43,42.39,37.65,20.18,0.0,,47.42,32.41,8866.7,0,0.0,36.9,9,9pt_piotroski,2.67,False,0,1147.44,-85.24,Bearish,False,None,0.0,0.0,0,7794.7,1072.0,203.14,7366.71,4,0,STABLE,11500.0,7563.35,53.27,15.75,0,-0.0795,-0.007,-0.2335,0.62,0.292,7,2,120,True,False,74.4,,,,0.0,9.43,37.65,47.42,0.0,0.0,25346.41,0.09433,0.0,0.0,0.0,0.0,False,60.00342,"[{'name': 'Overvaluation Spline (-85.2)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Institutional Quality Gate 6/12', 'value': -40}]",87.5,45.0,0.0,0,,Hold,-2.866934798657894,"{""pe_ratio"": -0.01075280923396349, ""sales_cagr_5y"": 0.003818758763372898, ""market_cap_cr"": 0.0025725148152559996, ""debt_equity"": 0.0023586899042129517, ""score"": 0.0015809577889740467, ""cfo_pat_ratio"": 0.0012432223884388804, ""avg_roe_5y"": 0.0008047906449064612}",7928.5,7366.7,9716.2
FINEORG.NS,4007.300048828125,yfinance,248,,,10823,Basic Materials,Specialty Chemicals,12288.52,4606.855534667969,4343.4,23.26,8.1,,17.88,24.25,16.9,0.66,,30.98,27.06,8834.9,0,0.0,-10.6,3,9pt_piotroski,2.09,False,0,1616.58,-59.66,Bearish,False,None,4915.9,22.67,10,7499.8,1335.1,128.27,3750.75,7,0,STABLE,5494.0,3600.15,24.19,-0.34,0,-0.1036,-0.0703,-0.1831,0.5,0.2641,7,2,120,True,False,74.4,,,,0.0,0.0,24.25,30.98,0.66,0.0,12288.52,0.093991,0.0,0.0,0.0,0.0,False,46.04776,"[{'name': 'Quality Floor Spline (F:3)', 'value': -42.2}, {'name': 'Overvaluation Spline (-59.7)', 'value': -42.2}, {'name': 'Cash Quality Spline (0.0)', 'value': -42.2}, {'name': 'EPS Decay Spline (-10.6)', 'value': -42.2}, {'name': 'Lopsided Profile Spline (34.1)', 'value': -42.2}, {'name': 'Institutional Quality Gate 4/12', 'value': -42.2}]",87.5,25.0,0.0,0,,Avoid,-2.0518584176898003,"{""market_cap_cr"": 0.026849238201975822, ""pe_ratio"": -0.012227245606482029, ""sales_cagr_5y"": -0.0063515654765069485, ""cfo_pat_ratio"": 0.0013819127343595028, ""debt_equity"": -0.0009058858267962933, ""score"": 0.0007371638203039765, ""avg_roe_5y"": 0.00029327988158911467}",4087.4,3750.8,5009.1
INDIACEM.NS,347.8500061035156,yfinance,248,,,179424,Basic Materials,Building Materials,16199.86,393.94200134277344,424.75700317382814,25.76,18.4,,0.0,-1.8,-2.51,0.13,,,28.4,8839.8,0,0.0,0.0,3,9pt_piotroski,1.46,False,0,256.11,-26.37,Bearish,False,None,405.0,16.43,4,7521.3,1318.5,13.69,320.48,73,0,STABLE,485.8,253.0,0.64,-79.15,0,-0.178,-0.2099,-0.1275,0.66,0.2731,4,2,120,True,False,50.6,,,,0.0,0.0,-1.8,0.0,0.13,0.0,16199.86,0.09389700000000001,0.0,0.0,0.0,0.0,False,17.42625,"[{'name': 'ROE Decay Spline (-1.8)', 'value': -46.7}, {'name': 'Margin Decay Spline (-2.5)', 'value': -46.7}, {'name': 'Quality Floor Spline (F:3)', 'value': -46.7}, {'name': 'Overvaluation Spline (-26.4)', 'value': -46.7}, {'name': 'Cash Quality Spline (0.0)', 'value': -46.7}, {'name': 'EPS Decay Spline (0.0)', 'value': -46.7}, {'name': 'Lopsided Profile Spline (23.3)', 'value': -46.7}, {'name': 'Institutional Quality Gate 3/12', 'value': -46.7}]",50.0,20.0,0.0,0,,Avoid,-3.446900099515915,"{""avg_roe_5y"": -0.019333472475409508, ""market_cap_cr"": 0.008539457805454731, ""debt_equity"": 0.00620471965521574, ""sales_cagr_5y"": -0.0018139691092073917, ""score"": 0.0011205682530999184, ""cfo_pat_ratio"": 0.0007901443750597537, ""pe_ratio"": 0.0003190178540535271}",354.8,320.5,434.8
HINDUNILVR.NS,2050.199951171875,yfinance,248,,,1865917,Consumer Defensive,Household & Personal Products,481454.19,2408.5531567382814,2311.5519970703126,12.32,3.9,,21.56,20.09,22.29,3.61,,47.52,25.45,8175.8,0,0.0,121.4,7,9pt_piotroski,2.2,False,0,472.77,-76.94,Bearish,False,Buy,2671.139,30.29,36,6226.5,1949.3,47.84,1954.51,20,0,STABLE,2750.0,2033.3,23.38,3.62,0,-0.1142,-0.1045,-0.1927,0.52,0.2326,7,2,120,True,False,74.4,,,,0.0,0.0,20.09,47.52,3.61,0.0,481454.19,0.093884,-8.27,0.0,-32.19,-0.53,False,50.55957,"[{'name': 'Overvaluation Spline (-76.9)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Lopsided Profile Spline (39.4)', 'value': -40}, {'name': 'Institutional Quality Gate 5/12', 'value': -40}]",87.5,25.0,0.0,0,,Hold,-0.12994430726394057,"{""market_cap_cr"": 0.02674083411693573, ""pe_ratio"": -0.006124051287770271, ""debt_equity"": 0.004480712581425905, ""avg_roe_5y"": 0.002839432330802083, ""score"": -0.001411849050782621, ""cfo_pat_ratio"": 0.0013143696123734117, ""sales_cagr_5y"": 0.0011565836612135172}",2091.2,1954.5,2562.7
M&M.NS,2951.89990234375,yfinance,248,,,4554341,Consumer Cyclical,Auto Manufacturers,354691.71,3433.5296484375,3425.7119970703125,36.05,26.4,,16.78,16.9,8.33,1.32,,21.13,23.13,7501.2,0,0.0,46.8,4,9pt_piotroski,2.04,False,0,1557.55,-47.24,Bearish,False,Strong Buy,4312.2354,46.08,34,2526.3,4974.9,116.13,2719.63,8,0,STABLE,3839.9,2425.0,14.92,14.74,0,-0.1351,-0.1838,-0.1782,0.63,0.2237,7,2,120,True,False,74.4,,,,0.0,0.0,16.9,21.13,1.32,0.0,354691.71,0.09381300000000001,33.45,66.67,-22.91,1.16,False,55.35493,"[{'name': 'Quality Floor Spline (F:4)', 'value': -40}, {'name': 'Overvaluation Spline (-47.2)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Lopsided Profile Spline (41.6)', 'value': -40}, {'name': 'Institutional Quality Gate 5/12', 'value': -40}]",87.5,10.0,0.0,0,,Hold,-0.28810438234359026,"{""market_cap_cr"": 0.024743929505348206, ""avg_roe_5y"": 0.007907426916062832, ""pe_ratio"": -0.0031090874690562487, ""sales_cagr_5y"": -0.0018565093632787466, ""cfo_pat_ratio"": 0.0009708792786113918, ""score"": -0.0006679919897578657, ""debt_equity"": -0.0005742223584093153}",3010.9,2719.6,3689.9
GLAND.NS,1612.4000244140625,yfinance,247,,,96804,Healthcare,Drug Manufacturers - Specialty & Generic,26585.09,1827.309249267578,1751.3039990234374,26.77,22.5,8.4,7.63,9.33,13.86,3.16,,31.38,24.34,8860.9,0,0.0,27.8,6,9pt_piotroski,2.29,False,0,863.83,-46.43,Bearish,False,None,1964.3077,21.83,13,5183.9,3677.0,54.32,1503.77,18,0,STABLE,2131.0,1277.8,11.39,-9.57,0,-0.1149,-0.0355,-0.2004,0.36,0.2258,7,2,120,True,False,74.4,,,,0.0,8.4,9.33,31.38,3.16,0.0,26585.09,0.093798,0.0,0.0,0.0,0.0,False,46.54341,"[{'name': 'ROE Decay Spline (9.3)', 'value': -40}, {'name': 'Overvaluation Spline (-46.4)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Lopsided Profile Spline (39.3)', 'value': -40}, {'name': 'Institutional Quality Gate 5/12', 'value': -40}]",87.5,10.0,0.0,0,,Avoid,-0.7320007774978876,"{""avg_roe_5y"": 0.017358290031552315, ""market_cap_cr"": 0.006872090045362711, ""pe_ratio"": -0.006116380449384451, ""sales_cagr_5y"": 0.0034156988840550184, ""score"": -0.002072535688057542, ""debt_equity"": 0.0019348489586263895, ""cfo_pat_ratio"": 0.001583452569320798}",1644.6,1503.8,2015.5
IFCI.NS,50.540000915527344,yfinance,248,,,33440644,Financial Services,Credit Services,13667.34,56.400399932861326,57.68299987792969,35.26,-34.6,,1.97,-1.77,24.54,0.23,,33.77,32.16,7655.3,0,0.0,0.0,3,9pt_piotroski,1.76,False,0,32.62,-35.46,Bearish,False,None,0.0,0.0,0,7314.5,340.8,2.55,45.44,391,0,STABLE,74.5,36.2,0.0,88.65,0,-0.1572,0.0229,-0.154,0.26,0.2957,6,2,120,True,False,67.4,,,,0.0,0.0,-1.77,33.77,0.23,0.0,13667.34,0.09367299999999999,0.0,0.0,0.0,0.0,False,22.57731,"[{'name': 'Declining Revenue (Partial)', 'value': -3}, {'name': 'ROE Decay Spline (-1.8)', 'value': -46.7}, {'name': 'Quality Floor Spline (F:3)', 'value': -46.7}, {'name': 'Overvaluation Spline (-35.5)', 'value': -46.7}, {'name': 'Cash Quality Spline (0.0)', 'value': -46.7}, {'name': 'EPS Decay Spline (0.0)', 'value': -46.7}, {'name': 'Lopsided Profile Spline (29.3)', 'value': -46.7}, {'name': 'Institutional Quality Gate 3/12', 'value': -46.7}]",75.0,20.0,0.0,0,,Avoid,-5.279494449496269,"{""avg_roe_5y"": -0.019890999421477318, ""market_cap_cr"": 0.00879955105483532, ""pe_ratio"": -0.006718387361615896, ""sales_cagr_5y"": -0.0051105753518640995, ""cfo_pat_ratio"": 0.0011235508136451244, ""debt_equity"": -0.00046878145076334476, ""score"": -0.00023381866049021482}",51.6,45.4,63.2
UBL.NS,1550.0999755859375,yfinance,248,,,100839,Consumer Defensive,Beverages - Brewers,40985.44,1761.1596893310548,1566.247998046875,44.75,3.6,,10.12,9.55,4.39,0.18,,99.81,32.45,9356.4,0,0.0,111.0,4,9pt_piotroski,1.57,False,0,252.58,-83.71,Bearish,False,Hold,1786.9445,15.28,18,7284.0,2072.4,53.1,1443.91,18,0,STABLE,2294.9,1401.1,13.9,7.72,0,-0.0328,-0.0424,-0.1369,0.38,0.3041,7,2,120,True,False,74.4,,,,0.0,0.0,9.55,99.81,0.18,0.0,40985.44,0.09365499999999999,-1.67,25.0,-28.39,-0.0,False,26.89146,"[{'name': 'Extreme Overvaluation', 'value': -5}, {'name': 'ROE Decay Spline (9.6)', 'value': -42.2}, {'name': 'Margin Decay Spline (4.4)', 'value': -42.2}, {'name': 'Quality Floor Spline (F:4)', 'value': -42.2}, {'name': 'Overvaluation Spline (-83.7)', 'value': -42.2}, {'name': 'Cash Quality Spline (0.0)', 'value': -42.2}, {'name': 'Lopsided Profile Spline (36.6)', 'value': -42.2}, {'name': 'Institutional Quality Gate 4/12', 'value': -42.2}]",87.5,20.0,0.0,0,,Avoid,-2.1516527980566025,"{""avg_roe_5y"": 0.009232873097062111, ""market_cap_cr"": 0.006822529714554548, ""sales_cagr_5y"": -0.00640804274007678, ""pe_ratio"": 0.0036436556838452816, ""debt_equity"": -0.003602683311328292, ""score"": -0.0014807070838287473, ""cfo_pat_ratio"": 0.0005713064456358552}",1581.1,1443.9,1937.6
MAHLIFE.NS,325.0,yfinance,248,,,116258,Real Estate,Real Estate - Development,6932.71,370.9070970153809,360.8969982910156,36.09,147.2,,3.23,5.43,56.59,9.51,,21.1,23.9,8232.9,0,0.0,0.0,3,9pt_piotroski,1.64,False,0,251.9,-22.49,Bearish,False,Strong Buy,529.0,62.77,5,5276.3,2956.6,13.07,298.85,76,0,STABLE,427.05,278.7,3.18,-34.36,0,-0.1196,-0.1949,-0.1433,0.54,0.2293,6,2,120,True,False,67.4,,,,0.0,0.0,5.43,21.1,9.51,0.0,6932.71,0.09342299999999999,0.0,0.0,0.0,0.0,False,36.99208,"[{'name': 'ROE Decay Spline (5.4)', 'value': -45}, {'name': 'Quality Floor Spline (F:3)', 'value': -45}, {'name': 'Overvaluation Spline (-22.5)', 'value': -45}, {'name': 'Cash Quality Spline (0.0)', 'value': -45}, {'name': 'EPS Decay Spline (0.0)', 'value': -45}, {'name': 'Lopsided Profile Spline (24.3)', 'value': -45}, {'name': 'Institutional Quality Gate 4/12', 'value': -45}]",75.0,10.0,0.0,0,,Avoid,-7.26376548409462,"{""avg_roe_5y"": -0.027988754212856293, ""market_cap_cr"": -0.006999049335718155, ""pe_ratio"": -0.004365571308881044, ""sales_cagr_5y"": -0.0028108996339142323, ""cfo_pat_ratio"": 0.0011263297637924552, ""score"": -0.000837752828374505, ""debt_equity"": -0.0004665132728405297}",331.5,298.9,406.2
KAJARIACER.NS,887.2999877929688,yfinance,248,,,331861,Industrials,Building Products & Equipment,14127.45,1092.6850650024414,948.3730004882813,41.88,0.4,7.78,10.73,15.47,7.95,9.68,,34.78,32.88,7781.5,0,0.0,12.7,3,9pt_piotroski,2.96,False,0,342.48,-61.4,Bearish,False,Buy,1121.6923,26.42,26,4816.1,2965.4,45.86,795.57,21,0,STABLE,1321.9,758.7,16.47,-8.62,0,-0.1072,-0.154,-0.2588,1.11,0.3155,7,2,120,True,False,74.4,,,,0.0,7.78,15.47,34.78,9.68,0.0,14127.45,0.09311100000000003,0.0,0.0,0.0,0.0,False,32.29716,"[{'name': 'Quality Floor Spline (F:3)', 'value': -46.7}, {'name': 'Overvaluation Spline (-61.4)', 'value': -46.7}, {'name': 'Cash Quality Spline (0.0)', 'value': -46.7}, {'name': 'Lopsided Profile Spline (25.9)', 'value': -46.7}, {'name': 'Institutional Quality Gate 3/12', 'value': -46.7}]",87.5,10.0,0.0,0,,Avoid,-3.0525686219334602,"{""pe_ratio"": -0.00823074858635664, ""market_cap_cr"": 0.007315338589251041, ""debt_equity"": -0.00219831895083189, ""sales_cagr_5y"": 0.0014680392341688275, ""cfo_pat_ratio"": 0.0013708336045965552, ""avg_roe_5y"": 0.0012720189988613129, ""score"": -0.0012273868778720498}",905.0,795.6,1109.1
TIPSMUSIC.NS,492.70001220703125,yfinance,248,,,118854,Communication Services,Entertainment,6298.26,561.2568128967285,534.0517578125,36.93,21.4,,79.49,66.94,53.79,1.06,,33.43,31.38,7164.4,0,0.0,32.7,6,9pt_piotroski,1.88,False,0,86.11,-82.52,Bearish,False,None,647.6667,31.45,3,6549.0,615.4,19.86,452.98,50,0,STABLE,718.0,483.0,97.14,30.98,0,-0.1106,-0.0761,-0.1644,0.47,0.2835,7,2,120,True,False,74.4,,,,0.0,0.0,66.94,33.43,1.06,0.0,6298.26,0.092251,0.0,0.0,0.0,0.0,True,60.00097,"[{'name': 'Overvaluation Spline (-82.5)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Institutional Quality Gate 5/12', 'value': -40}]",87.5,30.0,0.0,0,,Hold,-1.8030345439910889,"{""avg_roe_5y"": 0.029296500608325005, ""pe_ratio"": -0.01457563228905201, ""sales_cagr_5y"": -0.006426654290407896, ""score"": 0.0036604139022529125, ""cfo_pat_ratio"": 0.001499015954323113, ""debt_equity"": -0.0011768442345783114, ""market_cap_cr"": -1.1683636330417357e-05}",502.6,453.0,615.9
KSL.NS,640.0,yfinance,248,,,53072,Metals & Mining,Steel,2799.89,796.6551959228516,712.5010009765625,30.02,-4.5,,13.55,14.18,13.98,0.22,,10.5,35.28,7769.6,0,0.0,9.7,7,9pt_piotroski,2.58,False,0,829.87,29.67,Bearish,False,None,0.0,0.0,0,6523.0,1246.6,30.64,578.73,32,0,STABLE,988.8,625.15,18.74,3.0,0,-0.1427,-0.1332,-0.2258,0.95,0.3259,7,2,120,True,False,74.4,,,,0.0,0.0,14.18,10.5,0.22,0.0,2799.89,0.09198699999999999,0.0,0.0,0.0,0.0,False,51.29155,"[{'name': 'Declining Revenue (Partial)', 'value': -3}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Lopsided Profile Spline (42.8)', 'value': -40}, {'name': 'Institutional Quality Gate 7/12', 'value': -40}]",87.5,20.0,0.0,0,,Hold,-6.205155327916145,"{""market_cap_cr"": -0.03603803738951683, ""avg_roe_5y"": 0.007728020194917917, ""pe_ratio"": 0.0056611462496221066, ""sales_cagr_5y"": -0.00552147114649415, ""debt_equity"": -0.002761906012892723, ""score"": -0.0014064409770071507, ""cfo_pat_ratio"": 0.0005826235865242779}",652.8,578.7,800.0
CARBORUNIV.NS,747.6500244140625,yfinance,247,,,79893,Industrials,Conglomerates,14226.92,887.4458566284179,804.4865063476562,29.65,2.8,13.69,8.3,14.39,4.8,7.95,,57.71,33.72,7877.6,0,0.0,120.3,5,9pt_piotroski,2.76,False,0,253.11,-66.15,Bearish,False,None,845.1429,13.04,7,4046.5,3831.1,23.4,700.86,42,0,STABLE,1128.05,735.2,12.26,11.42,0,-0.1137,-0.1252,-0.2413,0.91,0.3024,7,2,120,True,False,74.4,,,,0.0,13.69,14.39,57.71,7.95,0.0,14226.92,0.091682,0.0,0.0,0.0,0.0,False,30.89115,"[{'name': 'Margin Decay Spline (4.8)', 'value': -42.2}, {'name': 'Overvaluation Spline (-66.2)', 'value': -42.2}, {'name': 'Cash Quality Spline (0.0)', 'value': -42.2}, {'name': 'Lopsided Profile Spline (32.7)', 'value': -42.2}, {'name': 'Institutional Quality Gate 4/12', 'value': -42.2}]",87.5,10.0,0.0,0,,Avoid,-2.5734497234225273,"{""sales_cagr_5y"": 0.007321937009692192, ""debt_equity"": -0.005643557757139206, ""market_cap_cr"": 0.0053708432242274284, ""pe_ratio"": -0.002847365103662014, ""score"": -0.0016033360734581947, ""cfo_pat_ratio"": 0.001342832576483488, ""avg_roe_5y"": 0.000619610829744488}",762.6,700.9,934.6
AEGISVOPAK.NS,168.8800048828125,yfinance,203,,,572763,Energy,Oil & Gas Equipment & Services,18713.98,245.31539978027342,211.38520111083983,21.46,22.3,22.3,8.68,-0.01,28.86,0.42,,135.12,44.08,9307.2,0,0.0,43.6,8,9pt_piotroski,3.47,False,0,36.69,-78.27,Bearish,False,Buy,296.33334,75.47,3,8734.6,572.6,10.26,148.36,97,0,STABLE,302.0,168.73,6.73,57792.57,0,-0.1988,-0.3403,-0.3035,2.01,0.4243,7,2,120,True,False,74.4,,,,0.0,22.3,-0.01,135.12,0.42,0.0,18713.98,0.09138900000000001,0.0,0.0,0.0,0.0,False,45.60704,"[{'name': 'Extreme Overvaluation', 'value': -5}, {'name': 'ROE Decay Spline (-0.0)', 'value': -40}, {'name': 'Overvaluation Spline (-78.3)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Lopsided Profile Spline (45.4)', 'value': -40}, {'name': 'Institutional Quality Gate 7/12', 'value': -40}]",87.5,45.0,0.0,0,,Avoid,-0.43421676382422447,"{""pe_ratio"": 0.025058506056666374, ""avg_roe_5y"": -0.019600652158260345, ""market_cap_cr"": 0.014045394025743008, ""sales_cagr_5y"": 0.004790516570210457, ""debt_equity"": 0.002500317059457302, ""score"": -0.0017328145913779736, ""cfo_pat_ratio"": 0.0008920328109525144}",172.3,148.4,211.1
METROPOLIS.NS,431.0,yfinance,248,,,273098,Healthcare,Diagnostics & Research,8954.49,484.01306884765626,470.3405029296875,31.35,25.8,,10.89,13.06,10.74,0.14,,53.52,23.82,37573.3,0,0.0,30.4,4,9pt_piotroski,2.18,False,0,118.12,-72.59,Bearish,False,Buy,561.05554,30.18,18,19946.7,17626.6,17.22,396.55,58,0,STABLE,565.75,328.75,13.31,-10.54,0,-0.0732,-0.0862,-0.1903,0.4,0.2276,7,2,120,True,False,74.4,,,,0.0,0.0,13.06,53.52,0.14,0.0,8954.49,0.091262,0.0,0.0,0.0,0.0,False,45.48497,"[{'name': 'Quality Floor Spline (F:4)', 'value': -40}, {'name': 'Overvaluation Spline (-72.6)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Lopsided Profile Spline (40.0)', 'value': -40}, {'name': 'Institutional Quality Gate 5/12', 'value': -40}]",87.5,20.0,0.0,0,,Avoid,-4.3744150549173355,"{""market_cap_cr"": -0.009039987809956074, ""avg_roe_5y"": 0.008686968125402927, ""sales_cagr_5y"": -0.005503097549080849, ""pe_ratio"": -0.005500400438904762, ""debt_equity"": -0.0018482597079128027, ""score"": -0.001665603369474411, ""cfo_pat_ratio"": 0.001421699533239007}",439.6,396.6,538.8
JKPAPER.NS,314.8500061035156,yfinance,248,,,252911,Basic Materials,Paper & Paper Products,5344.64,365.7878518676758,336.09600036621094,35.87,8.0,,7.58,20.12,3.82,0.37,,22.46,29.22,6198.0,0,0.0,-58.3,5,9pt_piotroski,2.28,False,0,209.38,-33.5,Bearish,False,None,480.5,52.61,2,5103.9,1094.1,13.61,287.62,73,0,STABLE,444.8,290.0,8.6,-6.19,0,-0.0794,-0.1437,-0.1997,0.66,0.2613,7,2,120,True,False,74.4,,,,0.0,0.0,20.12,22.46,0.37,0.0,5344.64,0.090615,0.0,0.0,0.0,0.0,False,52.97041,"[{'name': 'Margin Decay Spline (3.8)', 'value': -40}, {'name': 'Overvaluation Spline (-33.5)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'EPS Decay Spline (-58.3)', 'value': -40}, {'name': 'Lopsided Profile Spline (40.4)', 'value': -40}, {'name': 'Institutional Quality Gate 5/12', 'value': -40}]",87.5,35.0,0.0,0,,Hold,-6.5985217690467834,"{""market_cap_cr"": -0.025088107213377953, ""sales_cagr_5y"": -0.004845050163567066, ""pe_ratio"": -0.003150716656818986, ""score"": -0.002406776649877429, ""debt_equity"": -0.002046465640887618, ""avg_roe_5y"": 0.0009594421717338264, ""cfo_pat_ratio"": 0.0008879175875335932}",321.1,287.6,393.6
GULFOILLUB.NS,885.0999755859375,yfinance,248,,,77050,Basic Materials,Specialty Chemicals,4386.73,1152.4144018554687,1064.9065234375,18.67,9.1,18.36,24.62,22.01,8.88,0.3,,12.64,33.55,7822.9,0,0.0,-22.4,6,9pt_piotroski,3.35,False,0,585.34,-33.87,Bearish,False,None,1662.0,87.78,5,6949.9,873.0,37.31,810.48,26,0,STABLE,1331.9,885.2,31.8,16.85,0,-0.1808,-0.2617,-0.293,1.39,0.2983,7,2,120,True,False,74.4,,,,0.0,18.36,22.01,12.64,0.3,0.0,4386.73,0.09061100000000001,0.0,0.0,0.0,0.0,False,60.00694,"[{'name': 'Overvaluation Spline (-33.9)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'EPS Decay Spline (-22.4)', 'value': -40}, {'name': 'Institutional Quality Gate 8/12', 'value': -40}]",87.5,50.0,0.0,0,,Hold,-6.760432571172714,"{""market_cap_cr"": -0.047389816492795944, ""sales_cagr_5y"": 0.007144156843423843, ""pe_ratio"": -0.004227923229336739, ""score"": 0.003717581508681178, ""debt_equity"": 0.002391636371612549, ""cfo_pat_ratio"": 0.0007430862751789391, ""avg_roe_5y"": 0.00031243436387740076}",902.8,810.5,1106.4
CGCL.NS,159.89999389648438,yfinance,248,,,3094931,Financial Services,Credit Services,15393.5,181.53178688049317,171.2444009399414,51.32,61.1,,11.12,8.97,34.68,2.52,,17.17,30.88,8780.8,0,0.0,71.0,4,9pt_piotroski,1.84,False,0,87.67,-45.17,Bullish,True,None,218.75,36.8,4,6704.3,2076.5,6.65,146.59,150,0,STABLE,231.35,150.51,2.43,36.53,0,-0.0758,-0.1005,-0.1613,0.33,0.2352,7,2,120,True,False,74.4,,,,0.0,0.0,8.97,17.17,2.52,0.0,15393.5,0.09012600000000001,0.0,0.0,0.0,0.0,False,55.85753,"[{'name': 'ROE Decay Spline (9.0)', 'value': -40}, {'name': 'Quality Floor Spline (F:4)', 'value': -40}, {'name': 'Overvaluation Spline (-45.2)', 'value': -40}, {'name': 'Cash Quality Spline (0.0)', 'value': -40}, {'name': 'Institutional Quality Gate 5/12', 'value': -40}]",87.5,10.0,0.0,0,,Hold,-1.0757624171674252,"{""avg_roe_5y"": 0.016220565885305405, ""market_cap_cr"": 0.004763515666127205, ""sales_cagr_5y"": -0.003405226394534111, ""cfo_pat_ratio"": 0.0011722962372004986, ""pe_ratio"": 0.0007197985542006791, ""debt_equity"": 0.000129637322970666, ""score"": -6.274480256251991e-05}",163.1,146.6,199.9
BAJFINANCE.NS,799.2000122070312,yfinance,248,,,10677383,Financial Services,Credit Services,494821.13,966.1407501220704,948.8659997558593,18.74,6.4,28.14,17.21,18.02,43.68,3.1,,27.46,27.51,8152.6,0,0.0,-6.8,2,9pt_piotroski,2.23,False,0,264.17,-66.95,Bearish,False,Buy,1076.8857,34.75,35,5604.2,2548.4,32.43,734.35,30,0,STABLE,1102.5,787.9,0.0,25.58,0,-0.2242,-0.207,-0.1947,0.8,0.2696,7,2,120,True,False,74.4,,,,0.0,28.14,18.02,27.46,3.1,0.0,494821.13,0.08967399999999999,-6.72,25.0,-40.41,-0.23,False,57.78284,"[{'name': 'Quality Floor Spline (F:2)', 'value': -42.2}, {'name': 'Overvaluation Spline (-67.0)', 'value': -42.2}, {'name': 'Cash Quality Spline (0.0)', 'value': -42.2}, {'name': 'EPS Decay Spline (-6.8)', 'value': -42.2}, {'name': 'Lopsided Profile Spline (44.6)', 'value': -42.2}, {'name': 'Institutional Quality Gate 4/12', 'value': -42.2}]",87.5,40.0,0.0,0,,Hold,-3.654630109667778,"{""sales_cagr_5y"": -0.021029548719525337, ""market_cap_cr"": 0.013763070106506348, ""pe_ratio"": -0.011127195321023464, ""avg_roe_5y"": 0.00945177674293518, ""cfo_pat_ratio"": 0.0013255178928375244, ""debt_equity"": 0.0010867678793147206, ""score"": 0.00027878134278580546}",815.2,734.4,999.0
